Hotel_Name,Property_type,Room_type,Bed_type,Min_nights,Max_nights,No_of_reviews,Accomodates,Bedrooms,Beds,Bathrooms,Price,Security_deposit,Cleaning_fee,Guests,Host_name,Host_location,Host_response,Host_total_listings,Street,Suburb,Gov_area,Market,Country,Coun_code,Longitude,Latitude,Availability_30,Availability_60,Availability_90,Availability_365,Accuracy_score,Clean_score,Checkin_score,Communication_score,Location_score,Value_score,Rating
Cozy flat in the heart of Sheung wan,Private room,Private room,Real Bed,2,11,1,2,1,1,1,400,0,0,1,Gregoire,France,100,2,"Hong Kong, Hong Kong Island, Hong Kong",Sheung Wan,Central & Western,Hong Kong,Hong Kong,HK,114.14868,22.28741,4,5,10,10,10,10,8,8,10,8,80
Long Budget stay at North Point,Private room,Private room,Real Bed,2,92,0,2,1,2,1,400,800,200,2,Seven,"Hong Kong, Hong Kong",90,9,"Hong Kong, Hong Kong Island, Hong Kong",Eastern District,Eastern,Hong Kong,Hong Kong,HK,114.19665,22.29028,27,57,87,362,0,0,0,0,0,0,0
Happy People Plaza España Suite 2/4 People,Entire home/apt,Entire home/apt,Real Bed,1,1125,0,4,2,3,1,3000,300,50,4,Happy People,"Barcelona, Catalonia, Spain",56,8,"Barcelona, Barcelona, Spain",Sants-Montjuïc,Sants,Barcelona,Spain,ES,2.1397,41.37468,15,15,15,81,0,0,0,0,0,0,0
APARTAMENTO INTEIRO SUPER ACONCHEGANTE NA ZONA SUL,Entire home/apt,Entire home/apt,Real Bed,1,1125,0,6,3,3,3,500,0,0,1,Eliane,"Rio de Janeiro, State of Rio de Janeiro, Brazil",100,4,"Catete, Rio de Janeiro, Brazil",Catete,Catete,Rio De Janeiro,Brazil,BR,-43.179171485409476,-22.928545087819728,18,48,78,168,0,0,0,0,0,0,0
Chambre dans grand logement proche du métro,Private room,Private room,Real Bed,2,1125,0,2,1,1,1,30,0,10,1,Dorothee,"Montreal, Quebec, Canada",100,2,"Montréal, QC, Canada",Hochelaga-Maisonneuve,Mercier-Hochelaga-Maisonneuve,Montreal,Canada,CA,-73.55042,45.54524,0,0,0,0,0,0,0,0,0,0,0
Room for 2 people with  bathroom  Sagrada Familia,Private room,Private room,Real Bed,1,1125,14,2,1,1,1,42,0,10,1,Evgeny,"Barcelona, Catalonia, Spain",100,9,"Barcelona, Catalunya, Spain",La Sagrada Família,la Sagrada Família,Barcelona,Spain,ES,2.17491,41.40634,5,11,20,107,10,9,10,10,10,9,97
"Sands Of Kahana 234 - 2 Bedroom, 2 Bathroom | Sleeps 6",Entire home/apt,Entire home/apt,Real Bed,4,180,0,6,2,2,2,515,0,339,6,Kelly,"Lahaina, Hawaii, United States",100,68,"Lahaina, HI, United States",Westside,Lahaina,Maui,United States,US,-156.68012,20.96898,1,23,43,215,0,0,0,0,0,0,0
"Sands Of Kahana 356 - 3 Bedroom, 2 Bathroom | Sleeps 8",Entire home/apt,Entire home/apt,Real Bed,4,180,0,8,3,3,2,509,0,349,8,Kelly,"Lahaina, Hawaii, United States",100,68,"Lahaina, HI, United States",Maui,Lahaina,Maui,United States,US,-156.67178,20.98666,3,8,11,132,0,0,0,0,0,0,0
Günay Otel,Private room,Private room,Real Bed,1,35,0,2,1,1,1,501,0,0,1,Mustafa,"Ağva Merkez Mahallesi, İstanbul, Turkey",100,1,"Şile, İstanbul, Turkey",,Sile,Other (International),Turkey,TR,29.84968,41.13826,30,60,90,365,0,0,0,0,0,0,0
Heart of Asian side,Shared room,Shared room,Real Bed,2,1125,0,1,1,1,1,200,0,0,1,Ilkiz,ES,100,1,"Kadıköy, İstanbul, Turkey",Kadıköy,Kadikoy,Istanbul,Turkey,TR,29.06321,40.97658,0,0,0,0,0,0,0,0,0,0,0
Triple Room with shared bathroom,Private room,Private room,Real Bed,1,1125,1,3,1,3,2,40,0,0,1,Rameez,ES,100,1,"Barcelona, Catalunya, Spain",Sants-Montjuïc,la Bordeta,Barcelona,Spain,ES,2.13286,41.36674,22,22,22,22,10,10,10,10,8,10,80
Amazing Waikiki Condo,Entire home/apt,Entire home/apt,Real Bed,1,16,0,4,1,2,1,400,200,150,4,Anthony,"Las Vegas, Nevada, United States",100,1,"Honolulu, HI, United States",Waikiki,Primary Urban Center,Oahu,United States,US,-157.82282,21.2726,29,59,89,179,0,0,0,0,0,0,0
Ashifeld 2BR/3mins to train station 全新精品公寓近City,Entire home/apt,Entire home/apt,Real Bed,1,1125,6,5,2,3,1,128,500,69,3,Phoebe,"Sydney, New South Wales, Australia",100,3,"Ashfield, NSW, Australia",Ashfield,Ashfield,Sydney,Australia,AU,151.12236,-33.88839,12,38,68,69,10,10,10,10,10,9,100
NEW LISTING! Beautiful family home w/great room & lanai - walk to Anini Beach!,Entire home/apt,Entire home/apt,Real Bed,3,180,0,12,5,8,4,745,0,567,1,Vacasa,US,82,226,"Princeville, HI, United States",Kauaʻi,North Shore Kauai,Kauai,United States,US,-159.47125,22.21682,17,36,46,297,0,0,0,0,0,0,0
Gorgeous flat 4bed 5min to tube in lovely Eixample,Entire home/apt,Entire home/apt,Real Bed,2,1125,6,6,4,4,1,115,0,90,6,Esther,GB,100,9,"Barcelona, Catalunya, Spain",Eixample,l'Antiga Esquerra de l'Eixample,Barcelona,Spain,ES,2.15624,41.38629,18,48,78,353,9,9,10,9,10,9,93
Casa Cosi - Gotico,Entire home/apt,Entire home/apt,Real Bed,3,1125,1,6,3,5,2,160,200,90,1,Casa Cosi,"Barcelona, Catalonia, Spain",100,15,"Barcelona, Catalunya, Spain",Ciutat Vella,el Barri Gòtic,Barcelona,Spain,ES,2.17448,41.3826,12,31,51,265,8,10,8,10,10,8,80
Yau Ma Tei Shared Flat (Y8a),Private room,Private room,Real Bed,29,1125,0,1,1,1,1,228,0,0,1,Jov,"Hong Kong, Hong Kong",98,229,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,114.17037,22.31294,2,32,62,337,0,0,0,0,0,0,0
O MELHOR QUARTO E SALA DO LEBLON,Entire home/apt,Entire home/apt,Real Bed,3,30,1,4,1,1,1,298,1000,150,4,Valter,BR,100,3,"Leblon, Rio de Janeiro, Brazil",Leblon,Leblon,Rio De Janeiro,Brazil,BR,-43.226299421988685,-22.98434608761522,25,55,85,360,10,10,10,10,10,8,100
Göl kenarında müstakil ev konforu,Private room,Private room,Real Bed,1,1125,0,2,1,1,1,74,0,0,1,Muhammet,"Edremit, Van, Turkey",100,1,"Avcılar, İstanbul, Turkey",,Avcilar,Istanbul,Turkey,TR,28.74155,40.98273,29,59,89,364,0,0,0,0,0,0,0
Cozy bedroom - Upper East Side,Private room,Private room,Real Bed,2,1125,0,1,1,1,1,70,100,15,1,Sarah,"New York, New York, United States",0,1,"New York, NY, United States",Upper East Side,Upper East Side,New York,United States,US,-73.95668,40.76712,0,0,0,0,0,0,0,0,0,0,0
Outstanding place in Fenerbahçe,Entire home/apt,Entire home/apt,Real Bed,1,1125,0,3,2,2,1,554,0,0,1,Derya,GB,100,1,"Kadıköy, İstanbul, Turkey",Kadıköy,Kadikoy,Istanbul,Turkey,TR,29.04677,40.9716,0,0,0,75,0,0,0,0,0,0,0
25#1 Walk 3 minutes to Metro Monk. Big  room.,Private room,Private room,Real Bed,1,1125,5,2,1,1,1,25,200,20,1,Lei,"Montreal, Quebec, Canada",100,7,"Montréal, Québec, Canada",Le Sud-Ouest,Le Sud-Ouest,Montreal,Canada,CA,-73.59726,45.45225,7,23,32,265,10,9,10,9,10,9,88
Spacious Bright and Airy Freshly Decorated Appt,Entire home/apt,Entire home/apt,Real Bed,2,1125,3,3,1,2,1,1853,0,0,1,Lee,Hong Kong,100,1,"Hong Kong, Hong Kong Island, Hong Kong",Central,Central & Western,Hong Kong,Hong Kong,HK,114.15193,22.28226,26,52,82,82,10,9,10,10,10,9,100
İnfinity 1+1 Room İn Taksim İstanbul,Entire home/apt,Entire home/apt,Real Bed,2,30,0,3,1,1,1,369,0,0,1,Nizamittin,"Istanbul, Istanbul, Turkey",90,12,"Beyoğlu, İstanbul, Turkey",Taksim,Beyoglu,Istanbul,Turkey,TR,28.98178,41.03749,11,11,11,151,0,0,0,0,0,0,0
Your Opo S. Bento 4B,Entire home/apt,Entire home/apt,Real Bed,1,1125,3,5,2,4,2,92,0,0,1,YourOpo,Portugal,100,42,"Porto, Grande Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,-8.62967,41.15816,22,49,74,349,10,10,10,10,10,10,100
Çelik apt.,Entire home/apt,Entire home/apt,Real Bed,1,90,1,5,2,3,1,316,0,0,1,Marzieh,TR,100,1,"Şişli, İstanbul, Turkey",Şişli,Sisli,Istanbul,Turkey,TR,28.98183,41.0482,16,20,50,50,0,0,0,0,0,0,0
Amazing Downtown Views from a renovated Suite,Entire home/apt,Entire home/apt,Real Bed,1,14,0,8,2,3,2,170,0,0,1,Hamed,CA,0,1,"Montréal, Québec, Canada",Rivière-des-Prairies-Pointe-aux-Trembles,Rivière-des-Prairies-Pointe-aux-Trembles,Montreal,Canada,CA,-73.59817,45.63314,0,0,0,61,0,0,0,0,0,0,0
Nostalgic & Simplicity Style 2BR Darling Harbour,Entire home/apt,Entire home/apt,Real Bed,1,1125,16,5,2,4,2,281,350,109,4,Angela,AU,100,5,"Sydney, NSW, Australia",Pyrmont,Sydney,Sydney,Australia,AU,151.19737,-33.8709,7,24,49,166,9,10,10,10,10,9,86
Luxury 2 bed 2 bath 1 parking in Allure Waikiki,Entire home/apt,Entire home/apt,Real Bed,30,1125,0,4,2,2,2,160,1000,350,3,Jane,US,100,10,"Honolulu, HI, United States",Waikiki,Primary Urban Center,Oahu,United States,US,-157.83375,21.28704,0,0,0,33,0,0,0,0,0,0,0
BEAUTIFUL 2-BEDROOM TOWNHOUSE NYC,Entire home/apt,Entire home/apt,Real Bed,30,180,9,9,2,3,1,350,500,150,7,Tammy,California,76,15,"New York, NY, United States",Harlem,Harlem,New York,United States,US,-73.94603,40.80604,18,25,49,231,10,9,8,9,9,8,90
Copacabana Bela Vista Apartment  2 - Ocean View!,Entire home/apt,Entire home/apt,Real Bed,2,1125,15,4,2,4,2,515,1492,187,1,John,"Rio de Janeiro, Rio de Janeiro, Brazil",100,8,"Rio, Rio de Janeiro, Brazil",Leme,Copacabana,Rio De Janeiro,Brazil,BR,-43.173415987510296,-22.965422950425285,0,0,0,0,10,9,10,10,10,10,97
"taksim square for 5 minutes, ",Private room,Private room,Real Bed,1,1125,0,2,1,1,1,237,0,0,1,Berkant Ruhi,"Istanbul, Turkey",0,1,"beyoğlu, Istanbul Province, Turkey",Beyoglu,Beyoglu,Istanbul,Turkey,TR,28.98796,41.03417,30,60,90,365,0,0,0,0,0,0,0
Small Studio in the heart of Sai Ying Pun!,Entire home/apt,Entire home/apt,Real Bed,5,31,1,2,0,1,1,447,0,75,1,Jen,Hong Kong,100,1,"Hong Kong, Hong Kong Island, Hong Kong",Sai Ying Pun,Central & Western,Hong Kong,Hong Kong,HK,114.14156,22.28542,0,15,15,46,10,10,8,10,10,10,100
Tranquilidade,Entire home/apt,Entire home/apt,Real Bed,5,1125,0,5,1,2,1,250,0,90,2,Carmelo,BR,60,1,"Centro, Rio de Janeiro, Brazil",Lapa,Centro,Rio De Janeiro,Brazil,BR,-43.185134822836375,-22.91427460134011,24,54,84,84,0,0,0,0,0,0,0
Coogee Luxury Home with Salt Water Pool & Parking,Entire home/apt,Entire home/apt,Real Bed,3,365,1,8,4,4,3,520,1000,465,8,Aymeric,Australia,100,15,"Coogee, NSW, Australia",Coogee,Randwick,Sydney,Australia,AU,151.25163,-33.91697,0,0,0,0,10,10,10,10,10,10,100
"靠近旺角地鐵站E1出口-獨立房間, 可供1到4人入住",Private room,Private room,Real Bed,1,1125,8,4,1,2,1,440,0,0,1,Janis,Hong Kong,94,40,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,114.16893,22.31761,16,40,70,345,10,9,10,9,10,9,95
Bronte B&B Studio,Entire home/apt,Entire home/apt,Real Bed,2,40,249,2,0,1,1,154,0,0,2,Susan,"Bronte, New South Wales, Australia",100,2,"Bronte, NSW, Australia",Bronte,Waverley,Sydney,Australia,AU,151.26382,-33.90056,13,30,56,145,10,10,10,10,10,10,99
Heart of Hong Kong Double Room,Private room,Private room,Real Bed,2,1125,1,2,1,1,1,353,0,0,1,Charles,"Hong Kong, Hong Kong",100,6,"Hong Kong, Hong Kong Island, Hong Kong",Sai Ying Pun,Central & Western,Hong Kong,Hong Kong,HK,114.14311,22.28773,0,0,0,0,10,8,10,10,10,10,80
Cosy 3 1/2 Apartment Downtown Montreal,Entire home/apt,Entire home/apt,Real Bed,2,1125,1,3,1,1,1,81,0,60,3,Rim,CA,0,1,"Montréal, Québec, Canada",Downtown Montreal,Ville-Marie,Montreal,Canada,CA,-73.5792,45.49547,30,60,90,90,0,0,0,0,0,0,0
"Copa Ponto Nobre 200,00 CARNAVAl 450.00",Entire home/apt,Entire home/apt,Real Bed,5,30,0,4,1,1,1,298,400,200,1,Lucia,"Rio de Janeiro, State of Rio de Janeiro, Brazil",100,5,"Copacabana, State of Rio de Janeiro, Brazil",Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,-43.18625226121471,-22.97051095277177,14,44,74,349,0,0,0,0,0,0,0
Not a big room in Barcelona,Private room,Private room,Real Bed,3,1125,0,2,1,1,1,35,0,0,2,Tusia & Alex,ES,100,3,"Barcelona, CT, Spain",Sant Martí,el Camp de l'Arpa del Clot,Barcelona,Spain,ES,2.18388,41.41132,23,53,83,83,0,0,0,0,0,0,0
COPACABANA BEACH,Entire home/apt,Entire home/apt,Real Bed,2,1125,0,4,1,2,1,298,0,100,1,Bruno,BR,64,1,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,-43.18122480226719,-22.969337975917842,23,53,83,164,0,0,0,0,0,0,0
Family Duplex 2Adults+2Children Steps From Subway Station in BCN Center,Entire home/apt,Entire home/apt,Real Bed,1,1125,0,4,2,4,2,80,0,0,4,08028 Apartments,"Barcelona, Catalonia, Spain",100,7,"Les Corts, Barcelona, Spain",Les Corts,les Corts,Barcelona,Spain,ES,2.1295,41.38418,0,0,0,59,0,0,0,0,0,0,0
FREE Private Tennis Court 10 minutes form Airport,Entire home/apt,Entire home/apt,Real Bed,1,1125,1,2,1,1,1,109,1000,50,1,Troy,"Sydney, New South Wales, Australia",100,3,"Kingsgrove, NSW, Australia",Kingsgrove,Hurstville,Sydney,Australia,AU,151.09827,-33.94163,23,53,83,84,10,6,8,10,10,10,80
Apartamento com mezanino próximo ao Coliseu,Entire home/apt,Entire home/apt,Real Bed,2,1125,0,4,0,2,1,80,0,0,2,João,"Porto, Porto, Portugal",100,31,"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,-8.60577,41.14646,29,46,73,348,0,0,0,0,0,0,0
Lovely apartment with private parking,Entire home/apt,Entire home/apt,Real Bed,2,1125,204,5,1,1,1,55,0,20,2,José,"Porto, Porto District, Portugal",100,3,"Porto, Porto District, Portugal",,Bonfim,Porto,Portugal,PT,-8.59095,41.14545,30,56,80,244,10,10,10,10,9,10,97
Ayasofya delux apartmens,Entire home/apt,Entire home/apt,Real Bed,2,180,3,7,3,6,1,359,0,0,1,Ömer,"Istanbul, Istanbul, Turkey",100,3,"Istanbul, İstanbul, Turkey",Sultanahmet,Fatih,Istanbul,Turkey,TR,28.9745,41.00387,13,38,61,336,10,10,10,10,10,10,100
Apartamento Superior com 3 quartos,Entire home/apt,Entire home/apt,Real Bed,2,1125,0,10,3,6,3,150,0,0,4,João,"Porto, Porto, Portugal",100,31,"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,-8.61361,41.14124,18,34,56,312,0,0,0,0,0,0,0
Cozy Apt Downtown Sleeps 3ppl 12b1 MTR downstairs,Entire home/apt,Entire home/apt,Real Bed,1,1125,6,3,0,1,1,385,785,118,1,Maria,Hong Kong,100,63,"Hong Kong, Kowloon, Hong Kong",Jordan,Yau Tsim Mong,Hong Kong,Hong Kong,HK,114.17019,22.30409,11,39,67,333,10,9,10,10,10,10,90
Vila Terra Luxury Apartment III,Entire home/apt,Entire home/apt,Real Bed,2,1125,0,2,0,1,1,45,0,0,1,Feels Like Home,"Lisbon, Lisboa, Portugal",98,429,"Vila Nova de Gaia, Porto, Portugal",,Santa Marinha e São Pedro da Afurada,Porto,Portugal,PT,-8.612,41.13678,30,60,90,365,0,0,0,0,0,0,0
有窗大床房,Private room,Private room,Real Bed,1,1125,3,2,1,1,1,550,0,0,1,Lulu,China,100,11,"Hong Kong, Hong Kong Island, Hong Kong",Causeway Bay,Wan Chai,Hong Kong,Hong Kong,HK,114.18394,22.2804,24,42,72,72,10,10,10,10,10,10,100
Espaciosa habitación / spacious room,Private room,Private room,Real Bed,4,1125,0,2,1,1,1,30,0,0,1,Malena,"Barcelona, Catalonia, Spain",0,1,"Barcelona, Catalunya, Spain",Eixample,la Nova Esquerra de l'Eixample,Barcelona,Spain,ES,2.15179,41.38118,0,0,0,0,0,0,0,0,0,0,0
Comfortable and quiet Room in Barcelona,Private room,Private room,Real Bed,2,1125,1,2,1,1,0,35,0,0,1,Juan,ES,100,2,"Barcelona, Catalunya, Spain",Dreta de l'Eixample,la Dreta de l'Eixample,Barcelona,Spain,ES,2.165,41.39923,0,0,0,0,4,10,10,10,8,6,20
Apt moderno com ótima localização em Copacabana.,Entire home/apt,Entire home/apt,Real Bed,4,7,1,4,0,1,1,500,0,150,1,Gabryel,BR,100,1,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,-43.187856507045566,-22.966675033550814,7,7,7,79,10,10,10,10,10,10,100
hhhhhome,Private room,Private room,Real Bed,1,1125,1,2,1,1,1,163,0,0,1,Gamze,TR,70,1,"Bahçelievler, İstanbul, Turkey",,Bahcelievler,Istanbul,Turkey,TR,28.85817,41.00201,29,59,89,89,8,8,10,10,8,10,80
Seguro & Simples & Barato,Entire home/apt,Entire home/apt,Real Bed,1,1125,0,6,0,1,1,265,18000,0,1,Margarida & Cesar,"Rio de Janeiro, State of Rio de Janeiro, Brazil",100,12,"Flamengo, Rio de Janeiro, Brazil",Flamengo,Flamengo,Rio De Janeiro,Brazil,BR,-43.17854113746737,-22.93431636872765,30,60,90,365,0,0,0,0,0,0,0
TAMARAMA BEACH  WITH SUNNY BALCONY AND BBQ.,Entire home/apt,Entire home/apt,Real Bed,1,1125,3,2,1,1,1,119,0,85,1,Marcela,AU,100,1,"Bondi, NSW, Australia",Bondi,Waverley,Sydney,Australia,AU,151.26474,-33.89803,0,5,35,36,10,10,10,10,10,10,100
Quiet & Gated Split-level guest unit,Entire home/apt,Entire home/apt,Real Bed,3,30,1,2,1,1,1,90,0,50,1,Dennis,US,100,2,"Kailua-Kona, HI, United States",Kailua/Kona,North Kona,The Big Island,United States,US,-155.99225,19.72261,25,55,85,175,10,10,10,10,10,10,100
Whole apartment (City Center of Barcelona),Entire home/apt,Entire home/apt,Real Bed,1,32,1,5,2,4,1,220,0,0,1,Enrique/Mathi,"Barcelona, Catalonia, Spain",100,7,"Barcelona, Catalunya, Spain",Eixample,la Nova Esquerra de l'Eixample,Barcelona,Spain,ES,2.15288,41.37961,11,23,48,228,8,6,8,6,10,6,80
Dorm 3baths SohoEast..,Shared room,Shared room,Real Bed,3,1125,0,12,1,12,3,251,0,250,1,Chile,HK,100,22,"Hong Kong, Hong Kong Island, Hong Kong",Eastern District,Eastern,Hong Kong,Hong Kong,HK,114.22231,22.28146,0,0,0,0,0,0,0,0,0,0,0
Maui Sunset - Condo - Ocean View 1 bedroom  -B109,Entire home/apt,Entire home/apt,Real Bed,2,1125,0,5,1,3,2,175,0,150,1,Ryan,US,100,3,"Kihei, HI, United States",Maui,Kihei-Makena,Maui,United States,US,-156.45638,20.75576,3,13,34,276,0,0,0,0,0,0,0
Grand appartement rénové au coeur de Villeray,Entire home/apt,Entire home/apt,Real Bed,2,8,0,4,2,2,1,140,0,30,1,Florent,"Montreal, Québec, Canada",0,1,"Montréal, Québec, Canada",Villeray,Villeray-Saint-Michel-Parc-Extension,Montreal,Canada,CA,-73.62501,45.54184,29,59,89,89,0,0,0,0,0,0,0
Charming private room!,Private room,Private room,Real Bed,1,1125,4,1,1,1,1,23,0,14,1,Francisca,CA,100,1,"Montréal, Québec, Canada",Verdun,Verdun,Montreal,Canada,CA,-73.56329,45.45998,0,0,21,296,10,10,10,10,10,10,100
"Merkezi daire, metroya çok yakın",Entire home/apt,Entire home/apt,Real Bed,1,6,1,2,1,1,1,575,0,0,1,Mert,"Istanbul, Istanbul, Turkey",67,1,"Kağıthane, İstanbul, Turkey",Şişli,Kagithane,Istanbul,Turkey,TR,28.99368,41.08618,29,59,89,179,10,10,10,10,10,10,100
Romantic studio with stunning Galata Tower View,Entire home/apt,Entire home/apt,Real Bed,2,1125,4,2,1,1,1,179,0,0,1,Esra,"Istanbul, İstanbul, Turkey",100,1,"Beyoğlu, İstanbul, Turkey",Karaköy,Beyoglu,Istanbul,Turkey,TR,28.9739,41.02832,7,31,61,61,9,9,9,9,10,9,87
Liiiving in Porto | Aliados Luxury Apartment II,Entire home/apt,Entire home/apt,Real Bed,3,1125,2,4,2,3,2,100,150,40,1,Liiiving,"Porto, Porto District, Portugal",100,82,"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,-8.61206,41.14751,23,53,72,324,10,10,10,10,10,9,100
"Beautiful apartment  3 rooms, close to the beach",Entire home/apt,Entire home/apt,Real Bed,1,1125,0,7,3,6,3,500,0,380,1,Roseli,"Rio de Janeiro, State of Rio de Janeiro, Brazil",92,1,"Barra da Tijuca, Rio de Janeiro, Brazil",Barra da Tijuca,Barra da Tijuca,Rio De Janeiro,Brazil,BR,-43.371180954855355,-23.001051968022303,13,15,19,19,0,0,0,0,0,0,0
"Maui Kamaole #H-205 2B/2Ba 3 Mins to Beach Low-Density Property, Ocean View!",Entire home/apt,Entire home/apt,Real Bed,3,29,0,6,2,4,2,326,0,206,6,Rentals Maui,"Kihei, Hawaii, United States",83,239,"Kihei, HI, United States",Kihei/Wailea,Kihei-Makena,Maui,United States,US,-156.44389,20.70777,3,13,38,188,0,0,0,0,0,0,0
comfortable personal place,Private room,Private room,Real Bed,1,1125,4,1,1,1,1,353,0,0,1,Neko,"Hong Kong, Hong Kong",100,4,"Hong Kong, 九龍, Hong Kong",Tsim Sha Tsui,Yau Tsim Mong,Hong Kong,Hong Kong,HK,114.17215,22.29676,28,58,88,363,10,10,10,10,10,10,95
Gorgeous Flat in Moda,Entire home/apt,Entire home/apt,Real Bed,3,1125,0,4,2,2,1,501,2007,0,1,Garo,"Marina del Rey, California, United States",100,1,"Moda, İstanbul, Turkey",Kadıköy,Kadikoy,Istanbul,Turkey,TR,29.02645,40.98349,28,58,88,363,0,0,0,0,0,0,0
Oporto River House / Porto Rio,Entire home/apt,Entire home/apt,Real Bed,2,1125,0,6,2,3,1,100,0,0,1,Joana,"Porto, Porto District, Portugal",0,2,"Porto, Porto, Portugal",,Campanhã,Porto,Portugal,PT,-8.57933,41.1454,30,60,90,365,0,0,0,0,0,0,0
Cozy open space Mile-End Apartment,Entire home/apt,Entire home/apt,Real Bed,1,14,4,3,1,1,1,70,0,25,1,Layal,"Montreal, Quebec, Canada",100,1,"Montréal, Québec, Canada",Outremont,Le Plateau-Mont-Royal,Montreal,Canada,CA,-73.60148,45.52134,0,0,0,0,10,10,10,10,10,10,100
Oporto Palace Apartments Five,Entire home/apt,Entire home/apt,Real Bed,1,1125,0,4,1,1,1,80,0,20,1,Gonçalo,PT,0,5,"Porto, Porto, Portugal",,Lordelo do Ouro e Massarelos,Porto,Portugal,PT,-8.62206,41.15153,30,60,90,365,0,0,0,0,0,0,0
Apart Hotel 1309,Private room,Private room,Real Bed,3,1125,1,4,1,1,1,250,500,200,1,Patricia,"Rio, Rio de Janeiro, Brazil",100,8,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,-43.18555320399866,-22.96900027778002,22,52,82,82,10,10,10,10,6,8,100
"三大房大床,客廳寬闊｡旺角中心,到地鐵口不到1分鐘",Entire home/apt,Entire home/apt,Real Bed,4,1125,2,8,3,4,1,1201,2000,400,4,Boris,"Hong Kong Island, Hong Kong",99,8,"Hong Kong, Kowloon, Hong Kong",Mong Kok,Yau Tsim Mong,Hong Kong,Hong Kong,HK,114.16936,22.32019,21,51,81,171,9,8,9,10,10,8,80
Stop! Look No Further! Leinaala #104 Oceanfront Ocean View 1Bd/1Ba Sleeps 4,Entire home/apt,Entire home/apt,Real Bed,3,29,0,4,1,2,1,189,0,149,4,Rentals Maui,"Kihei, Hawaii, United States",83,239,"Kihei, HI, United States",Maui,Kihei-Makena,Maui,United States,US,-156.45876,20.7557,2,3,6,139,0,0,0,0,0,0,0
"Kihei Bay Vista #C-108 1Bd Near Beach, Great Location, Great Rates! Sleeps 4",Entire home/apt,Entire home/apt,Real Bed,3,29,0,4,1,2,1,139,0,154,4,Rentals Maui,"Kihei, Hawaii, United States",83,239,"Kihei, HI, United States",Kihei/Wailea,Kihei-Makena,Maui,United States,US,-156.45893,20.76442,3,6,12,177,0,0,0,0,0,0,0
Good apartment without any noises,Entire home/apt,Entire home/apt,Real Bed,2,45,0,3,1,1,1,227,0,0,1,Mahtab,"Istanbul, Istanbul, Turkey",100,3,"Beyoğlu, İstanbul, Turkey",Cihangir,Beyoglu,Istanbul,Turkey,TR,28.98602,41.03046,8,38,68,343,0,0,0,0,0,0,0
Oma'oma'o Falls ~ Pristine Private Home,Entire home/apt,Entire home/apt,Real Bed,4,60,7,4,2,2,2,200,0,175,2,Sierra,"Hilo, Hawaii, United States",100,1,"Hilo, HI, United States",Island of Hawaiʻi,South Hilo,The Big Island,United States,US,-155.0981,19.72096,14,25,55,312,10,9,10,10,10,10,100
Cozy 2BR condo in Montreal Downtown,Entire home/apt,Entire home/apt,Real Bed,1,1125,6,6,2,4,1,200,400,65,4,Kyle,"Montreal, Quebec, Canada",100,4,"Montréal, Québec, Canada",Downtown Montreal,Ville-Marie,Montreal,Canada,CA,-73.58377,45.4918,14,37,67,151,8,8,9,9,9,8,83
"Kamaole Sands #7-305 1Bd/2Ba, Inner Court, Large Lanai, Near Beach, Sleeps 4",Entire home/apt,Entire home/apt,Real Bed,3,29,0,4,1,2,2,171,0,206,4,Rentals Maui,"Kihei, Hawaii, United States",83,239,"Kihei, HI, United States",Maui,Kihei-Makena,Maui,United States,US,-156.44503,20.71154,11,22,46,193,0,0,0,0,0,0,0
2 bedroom accommodation in Griffintown,Entire home/apt,Entire home/apt,Real Bed,2,1125,6,4,2,2,1,99,200,65,1,Moss,CA,99,27,"Montréal, Québec, Canada",Le Sud-Ouest,Le Sud-Ouest,Montreal,Canada,CA,-73.56017,45.49505,14,44,69,344,9,9,9,9,9,9,87
"In front of the sea, terrace close Congress center",Entire home/apt,Entire home/apt,Real Bed,3,31,1,8,4,7,2,330,300,110,6,Eberhard&Aurélie@Es-Flats,"Barcelona, Cataluña, Spain",100,20,"Barcelona, Catalunya, Spain",Diagonal Mar - La Mar Bella,Diagonal Mar i el Front Marítim del Poblenou,Barcelona,Spain,ES,2.21544,41.40442,8,12,36,282,10,10,10,10,10,8,100
